"type","horse","CO2"
"guards",200,307
"guards",200,410
"guards",200,375
"guards",200,198
"guards",170,291
"guards",170,193
"guards",170,280
"guards",170,191
"forwards",200,348
"forwards",200,298
"forwards",200,428
"forwards",200,421
"forwards",200,206
"forwards",200,356
"forwards",200,261
"forwards",200,337
"forwards",200,238
"forwards",200,237
"forwards",200,335
"forwards",200,348
"forwards",200,258
"centers",280,416
"centers",280,281
"centers",333,266.6770044
"centers",333,354.2776278
"guards",170,336
"guards",170,354
"guards",170,280
"guards",170,289
"guards",170,188
"guards",170,352
"guards",170,334
"guards",170,300.0390675
"guards",170,191.2708901
"guards",170,309.3649189
"guards",220,355
"guards",220,306
"guards",220,350
"guards",220,305
"guards",220,200
"guards",220,344
"guards",220,295
"guards",220,342
"guards",220,294
"guards",220,198
"forwards",220,327
"forwards",220,210
"forwards",220,315
"forwards",220,200
"forwards",220,335
"forwards",220,216
"forwards",220,324
"forwards",220,205
"forwards",220,331
"forwards",220,226
"forwards",220,320
"forwards",220,214
"guards",333,430
"guards",333,445
"guards",333,361
"guards",333,443
"guards",333,348
"guards",333,391.6758626
"guards",333,225.1236713
"guards",333,359.3671679
"guards",435,342
"guards",435,441
"guards",435,353
"guards",435,467
"guards",435,408
"guards",435,384
"guards",435,226
"guards",435,330
"guards",435,432
"guards",435,466
"guards",435,329
"guards",435,224
"guards",435,384
"guards",435,398
"guards",500,446
"guards",500,531
"guards",500,629
"guards",500,515
"guards",500,310
"guards",200,448
"guards",200,394
"guards",200,357
"guards",200,230
"guards",200,343
"guards",200,222.82523
"guards",200,356.7220364
"guards",200,357.5963115
"guards",292,349
"guards",292,358
"guards",292,214
"guards",292,308
"guards",292,311
"guards",292,314
"guards",292,217
"guards",292,311
"guards",292,340
"guards",292,363
"guards",520,462
"guards",520,368
"guards",520,518
"guards",520,243
"guards",520,444
"forwards",354,415
"forwards",354,496
"forwards",354,460
"forwards",354,427
"forwards",354,269
"guards",572,542
"guards",572,435
"guards",572,567
"guards",572,651
"guards",572,276
"guards",610,346
"guards",610,445
"guards",610,524
"guards",610,541
"guards",610,596
"guards",150,261
"guards",150,261
"guards",150,261
"guards",150,163
"guards",150,163
"guards",150,163
"guards",150,263
"guards",150,263
"guards",150,263
"guards",150,178
"guards",150,178
"guards",150,178
"guards",150,254
"guards",150,254
"guards",150,254
"guards",150,176
"guards",150,176
"guards",150,176
"guards",170,174.5461889
"guards",170,273.7590824
"guards",170,270
"guards",170,179
"guards",170,272
"guards",170,169
"guards",170,279
"guards",170,175
"guards",150,253
"guards",150,253
"guards",150,253
"guards",150,155
"guards",150,155
"guards",150,155
"guards",150,157.7111778
"guards",150,157.7111778
"guards",150,157.7111778
"guards",150,254.8572328
"guards",150,254.8572328
"guards",150,254.8572328
"guards",150,253
"guards",150,253
"guards",150,253
"guards",150,164
"guards",150,164
"guards",150,164
"guards",150,245
"guards",150,245
"guards",150,245
"guards",150,166
"guards",150,166
"guards",150,166
"guards",150,245.8971809
"guards",150,245.8971809
"guards",150,245.8971809
"guards",150,158.6655749
"guards",150,158.6655749
"guards",150,158.6655749
"guards",150,256
"guards",150,256
"guards",150,256
"guards",150,180
"guards",150,180
"guards",150,180
"guards",150,253
"guards",150,253
"guards",150,253
"guards",150,176
"guards",150,176
"guards",150,176
"guards",150,248
"guards",150,248
"guards",150,248
"guards",150,170
"guards",150,170
"guards",150,170
"guards",211,290
"guards",211,339
"guards",211,340
"guards",211,288
"guards",211,195
"guards",211,272
"guards",211,327
"guards",211,333
"guards",211,294
"guards",211,191
"guards",150,262.9618206
"guards",150,262.9618206
"guards",150,262.9618206
"guards",150,169.9657585
"guards",150,169.9657585
"guards",150,169.9657585
"guards",115,302
"guards",115,179
"guards",115,187.8682592
"guards",115,310.4564248
"guards",170,269
"guards",170,168
"guards",170,272
"guards",170,168
"guards",170,274
"guards",170,169
"guards",170,270
"guards",170,168
"guards",170,284
"guards",170,176
"guards",170,286
"guards",170,178
"guards",170,283
"guards",170,176
"guards",170,283
"guards",170,174
"guards",150,251
"guards",150,251
"guards",150,251
"guards",150,164
"guards",150,164
"guards",150,164
"guards",240,166
"guards",240,265
"guards",240,290.1486048
"guards",240,176.2757206
"forwards",300,373
"forwards",300,233
"forwards",300,338
"forwards",300,434
"forwards",300,424
"guards",302,295
"guards",302,182
"guards",302,294
"guards",302,181
"forwards",250,406
"forwards",250,341
"forwards",250,424
"forwards",250,348
"forwards",250,227
"forwards",345,379
"forwards",345,348
"forwards",345,237
"forwards",345,451
"forwards",345,455
"forwards",240,380
"forwards",240,380
"forwards",240,473
"forwards",240,473
"forwards",240,454
"forwards",240,454
"forwards",240,390
"forwards",240,390
"forwards",240,251
"forwards",240,251
"forwards",230,401
"forwards",230,373
"forwards",230,467
"forwards",230,441
"forwards",230,257
"forwards",250,440
"forwards",250,441
"forwards",250,388.6254796
"forwards",250,248.0820334
"forwards",250,380.1797662
"guards",240,290
"guards",240,204
"forwards",300,405
"forwards",300,270
"forwards",300,398
"forwards",300,466
"forwards",300,472
"guards",302,321
"guards",302,208
"guards",302,320
"guards",302,209
"forwards",240,380
"forwards",240,380
"forwards",240,358
"forwards",240,358
"forwards",240,490
"forwards",240,490
"forwards",240,466
"forwards",240,466
"forwards",240,247
"forwards",240,247
"forwards",230,389
"forwards",230,253
"forwards",230,368
"forwards",230,465
"forwards",230,445
"forwards",300,371
"forwards",300,466
"forwards",300,468
"forwards",300,248
"forwards",300,385
